LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_27	4	600	600	600	24	0	0.012	3	1.0
Locus2	set_27	4	600	600	600	25	0	0.015	3	1.0
Locus3	set_27	4	600	600	600	24	0	0.015	0	1.0
Locus4	set_27	4	600	600	600	24	0	0.011	0	1.0
Locus5	set_27	4	600	600	600	25	0	0.013	1	1.0
Locus6	set_27	4	600	600	600	25	0	0.017	1	1.0
Locus7	set_27	4	600	600	600	24	0	0.011	2	1.0
Locus8	set_27	4	600	600	600	25	0	0.013	2	1.0
Locus9	set_27	4	600	600	600	25	0	0.011	2	1.0
Locus10	set_27	4	600	600	600	23	0	0.018	2	1.0
Locus11	set_27	4	600	600	600	24	0	0.016	1	1.0
Locus12	set_27	4	600	600	600	24	0	0.013	2	1.0
Locus13	set_27	4	600	600	600	25	0	0.013	2	1.0
Locus14	set_27	4	600	600	600	22	0	0.008	NA	1.0
Locus15	set_27	4	600	600	600	25	0	0.016	1	1.0
Locus16	set_27	4	600	600	600	25	0	0.010	1	1.0
Locus17	set_27	4	600	600	600	24	0	0.016	1	1.0
Locus18	set_27	4	600	600	600	25	0	0.013	2	1.0
Locus19	set_27	4	600	600	600	25	0	0.017	2	1.0
Locus20	set_27	4	600	600	600	25	0	0.015	2	1.0
Locus21	set_27	4	600	600	600	24	0	0.014	2	1.0
Locus22	set_27	4	600	600	600	24	0	0.012	5	1.0
Locus23	set_27	4	600	600	600	24	0	0.017	NA	1.0
Locus24	set_27	4	600	600	600	25	0	0.010	3	1.0
Locus25	set_27	4	600	600	600	25	0	0.016	0	1.0
Locus26	set_27	4	600	600	600	22	0	0.016	1	1.0
Locus27	set_27	4	600	600	600	24	0	0.011	2	1.0
Locus28	set_27	4	600	600	600	24	0	0.011	NA	1.0
Locus29	set_27	4	600	600	600	24	0	0.014	2	1.0
Locus30	set_27	4	600	600	600	24	0	0.015	0	1.0
Locus31	set_27	4	600	600	600	24	0	0.015	0	1.0
Locus32	set_27	4	600	600	600	25	0	0.014	3	1.0
Locus33	set_27	4	600	600	600	24	0	0.015	1	1.0
Locus34	set_27	4	600	600	600	24	0	0.015	1	1.0
Locus35	set_27	4	600	600	600	25	0	0.020	3	1.0
Locus36	set_27	4	600	600	600	25	0	0.014	2	1.0
Locus37	set_27	4	600	600	600	25	0	0.013	5	1.0
Locus38	set_27	4	600	600	600	25	0	0.013	2	1.0
Locus39	set_27	4	600	600	600	23	0	0.016	3	1.0
Locus40	set_27	4	600	600	600	24	0	0.015	NA	1.0
Locus41	set_27	4	600	600	600	23	0	0.014	2	1.0
Locus42	set_27	4	600	600	600	25	0	0.014	1	1.0
Locus43	set_27	4	600	600	600	25	0	0.013	NA	1.0
Locus44	set_27	4	600	600	600	25	0	0.014	0	1.0
Locus45	set_27	4	600	600	600	25	0	0.015	0	1.0
Locus46	set_27	4	600	600	600	24	0	0.017	2	1.0
Locus47	set_27	4	600	600	600	25	0	0.012	1	1.0
Locus48	set_27	4	600	600	600	23	0	0.015	NA	1.0
Locus49	set_27	4	600	600	600	25	0	0.014	1	1.0
Locus50	set_27	4	600	600	600	23	0	0.016	NA	1.0
Locus51	set_27	4	600	600	600	25	0	0.018	2	1.0
Locus52	set_27	4	600	600	600	25	0	0.014	1	1.0
