LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_66	4	600	600	600	50	0	0.027	5	1.0
Locus2	set_66	4	600	600	600	49	0	0.031	5	1.0
Locus3	set_66	4	600	600	600	52	0	0.027	2	1.0
Locus4	set_66	4	600	600	600	53	0	0.030	4	1.0
Locus5	set_66	4	600	600	600	51	0	0.030	7	1.0
Locus6	set_66	4	600	600	600	51	0	0.031	7	1.0
Locus7	set_66	4	600	600	600	51	0	0.031	5	1.0
Locus8	set_66	4	600	600	600	50	0	0.032	2	1.0
Locus9	set_66	4	600	600	600	49	0	0.031	3	1.0
Locus10	set_66	4	600	600	600	51	0	0.031	2	1.0
Locus11	set_66	4	600	600	600	54	0	0.030	5	1.0
Locus12	set_66	4	600	600	600	54	0	0.032	4	1.0
Locus13	set_66	4	600	600	600	52	0	0.027	5	1.0
Locus14	set_66	4	600	600	600	51	0	0.025	2	1.0
Locus15	set_66	4	600	600	600	53	0	0.032	2	1.0
Locus16	set_66	4	600	600	600	51	0	0.026	3	1.0
Locus17	set_66	4	600	600	600	54	0	0.026	3	1.0
Locus18	set_66	4	600	600	600	48	0	0.031	2	1.0
Locus19	set_66	4	600	600	600	52	0	0.026	5	1.0
Locus20	set_66	4	600	600	600	52	0	0.035	0	1.0
Locus21	set_66	4	600	600	600	54	0	0.029	7	1.0
Locus22	set_66	4	600	600	600	53	0	0.029	1	1.0
Locus23	set_66	4	600	600	600	53	0	0.031	4	1.0
Locus24	set_66	4	600	600	600	53	0	0.028	6	1.0
Locus25	set_66	4	600	600	600	54	0	0.031	4	1.0
Locus26	set_66	4	600	600	600	50	0	0.030	3	1.0
Locus27	set_66	4	600	600	600	49	0	0.034	3	1.0
Locus28	set_66	4	600	600	600	53	0	0.031	1	1.0
Locus29	set_66	4	600	600	600	52	0	0.030	0	1.0
Locus30	set_66	4	600	600	600	51	0	0.029	4	1.0
Locus31	set_66	4	600	600	600	51	0	0.033	2	1.0
Locus32	set_66	4	600	600	600	51	0	0.034	6	1.0
Locus33	set_66	4	600	600	600	54	0	0.035	2	1.0
Locus34	set_66	4	600	600	600	51	0	0.033	1	1.0
Locus35	set_66	4	600	600	600	53	0	0.025	3	1.0
Locus36	set_66	4	600	600	600	51	0	0.028	4	1.0
Locus37	set_66	4	600	600	600	52	0	0.033	6	1.0
Locus38	set_66	4	600	600	600	50	0	0.032	5	1.0
Locus39	set_66	4	600	600	600	48	0	0.026	2	1.0
Locus40	set_66	4	600	600	600	52	0	0.031	5	1.0
Locus41	set_66	4	600	600	600	51	0	0.033	6	1.0
Locus42	set_66	4	600	600	600	52	0	0.033	5	1.0
Locus43	set_66	4	600	600	600	55	0	0.033	3	1.0
Locus44	set_66	4	600	600	600	53	0	0.026	5	1.0
Locus45	set_66	4	600	600	600	50	0	0.037	6	1.0
Locus46	set_66	4	600	600	600	53	0	0.033	4	1.0
Locus47	set_66	4	600	600	600	51	0	0.026	4	1.0
Locus48	set_66	4	600	600	600	52	0	0.035	5	1.0
Locus49	set_66	4	600	600	600	52	0	0.030	2	1.0
Locus50	set_66	4	600	600	600	52	0	0.034	3	1.0
Locus51	set_66	4	600	600	600	48	0	0.030	3	1.0
Locus52	set_66	4	600	600	600	50	0	0.033	2	1.0
Locus53	set_66	4	600	600	600	51	0	0.026	2	1.0
Locus54	set_66	4	600	600	600	51	0	0.028	3	1.0
Locus55	set_66	4	600	600	600	53	0	0.029	3	1.0
Locus56	set_66	4	600	600	600	53	0	0.031	6	1.0
Locus57	set_66	4	600	600	600	52	0	0.031	5	1.0
Locus58	set_66	4	600	600	600	52	0	0.032	2	1.0
Locus59	set_66	4	600	600	600	51	0	0.025	5	1.0
Locus60	set_66	4	600	600	600	53	0	0.028	4	1.0
Locus61	set_66	4	600	600	600	53	0	0.029	3	1.0
Locus62	set_66	4	600	600	600	48	0	0.030	3	1.0
Locus63	set_66	4	600	600	600	50	0	0.032	5	1.0
Locus64	set_66	4	600	600	600	52	0	0.031	5	1.0
Locus65	set_66	4	600	600	600	53	0	0.031	5	1.0
Locus66	set_66	4	600	600	600	53	0	0.029	5	1.0
Locus67	set_66	4	600	600	600	52	0	0.031	4	1.0
Locus68	set_66	4	600	600	600	51	0	0.031	2	1.0
Locus69	set_66	4	600	600	600	47	0	0.030	2	1.0
Locus70	set_66	4	600	600	600	52	0	0.023	2	1.0
Locus71	set_66	4	600	600	600	53	0	0.033	2	1.0
Locus72	set_66	4	600	600	600	51	0	0.032	2	1.0
Locus73	set_66	4	600	600	600	54	0	0.034	5	1.0
Locus74	set_66	4	600	600	600	52	0	0.034	2	1.0
Locus75	set_66	4	600	600	600	55	0	0.030	2	1.0
Locus76	set_66	4	600	600	600	52	0	0.029	3	1.0
Locus77	set_66	4	600	600	600	48	0	0.031	4	1.0
Locus78	set_66	4	600	600	600	54	0	0.024	3	1.0
Locus79	set_66	4	600	600	600	53	0	0.032	5	1.0
Locus80	set_66	4	600	600	600	52	0	0.030	5	1.0
Locus81	set_66	4	600	600	600	54	0	0.034	7	1.0
Locus82	set_66	4	600	600	600	53	0	0.025	4	1.0
Locus83	set_66	4	600	600	600	46	0	0.031	5	1.0
Locus84	set_66	4	600	600	600	49	0	0.028	4	1.0
