LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_35	4	600	600	600	28	0	0.012	2	1.0
Locus2	set_35	4	600	600	600	29	0	0.022	NA	1.0
Locus3	set_35	4	600	600	600	30	0	0.016	4	1.0
Locus4	set_35	4	600	600	600	29	0	0.014	2	1.0
Locus5	set_35	4	600	600	600	27	0	0.015	3	1.0
Locus6	set_35	4	600	600	600	30	0	0.016	3	1.0
Locus7	set_35	4	600	600	600	29	0	0.014	2	1.0
Locus8	set_35	4	600	600	600	29	0	0.018	1	1.0
Locus9	set_35	4	600	600	600	29	0	0.014	1	1.0
Locus10	set_35	4	600	600	600	28	0	0.018	2	1.0
Locus11	set_35	4	600	600	600	29	0	0.017	0	1.0
Locus12	set_35	4	600	600	600	30	0	0.018	5	1.0
Locus13	set_35	4	600	600	600	28	0	0.012	2	1.0
Locus14	set_35	4	600	600	600	29	0	0.018	3	1.0
Locus15	set_35	4	600	600	600	29	0	0.020	NA	1.0
Locus16	set_35	4	600	600	600	30	0	0.014	2	1.0
Locus17	set_35	4	600	600	600	29	0	0.018	4	1.0
Locus18	set_35	4	600	600	600	30	0	0.017	2	1.0
Locus19	set_35	4	600	600	600	29	0	0.016	3	1.0
Locus20	set_35	4	600	600	600	30	0	0.016	2	1.0
Locus21	set_35	4	600	600	600	30	0	0.017	3	1.0
Locus22	set_35	4	600	600	600	30	0	0.014	3	1.0
Locus23	set_35	4	600	600	600	30	0	0.016	3	1.0
Locus24	set_35	4	600	600	600	30	0	0.017	2	1.0
Locus25	set_35	4	600	600	600	30	0	0.016	2	1.0
Locus26	set_35	4	600	600	600	30	0	0.012	1	1.0
Locus27	set_35	4	600	600	600	30	0	0.019	2	1.0
Locus28	set_35	4	600	600	600	29	0	0.015	3	1.0
Locus29	set_35	4	600	600	600	26	0	0.018	2	1.0
Locus30	set_35	4	600	600	600	30	0	0.019	4	1.0
Locus31	set_35	4	600	600	600	30	0	0.019	2	1.0
Locus32	set_35	4	600	600	600	30	0	0.020	3	1.0
Locus33	set_35	4	600	600	600	29	0	0.016	2	1.0
Locus34	set_35	4	600	600	600	29	0	0.017	3	1.0
Locus35	set_35	4	600	600	600	30	0	0.021	3	1.0
Locus36	set_35	4	600	600	600	28	0	0.019	2	1.0
Locus37	set_35	4	600	600	600	29	0	0.018	2	1.0
Locus38	set_35	4	600	600	600	29	0	0.016	2	1.0
Locus39	set_35	4	600	600	600	29	0	0.018	1	1.0
Locus40	set_35	4	600	600	600	28	0	0.018	2	1.0
Locus41	set_35	4	600	600	600	30	0	0.020	2	1.0
Locus42	set_35	4	600	600	600	30	0	0.017	1	1.0
Locus43	set_35	4	600	600	600	29	0	0.016	0	1.0
Locus44	set_35	4	600	600	600	30	0	0.018	3	1.0
Locus45	set_35	4	600	600	600	30	0	0.013	2	1.0
Locus46	set_35	4	600	600	600	30	0	0.014	2	1.0
Locus47	set_35	4	600	600	600	29	0	0.018	4	1.0
Locus48	set_35	4	600	600	600	30	0	0.017	1	1.0
Locus49	set_35	4	600	600	600	29	0	0.015	4	1.0
Locus50	set_35	4	600	600	600	27	0	0.017	1	1.0
Locus51	set_35	4	600	600	600	30	0	0.016	1	1.0
Locus52	set_35	4	600	600	600	30	0	0.016	1	1.0
Locus53	set_35	4	600	600	600	30	0	0.020	1	1.0
Locus54	set_35	4	600	600	600	30	0	0.016	4	1.0
Locus55	set_35	4	600	600	600	28	0	0.016	2	1.0
Locus56	set_35	4	600	600	600	28	0	0.015	3	1.0
Locus57	set_35	4	600	600	600	30	0	0.015	1	1.0
Locus58	set_35	4	600	600	600	28	0	0.020	0	1.0
Locus59	set_35	4	600	600	600	29	0	0.017	2	1.0
Locus60	set_35	4	600	600	600	30	0	0.023	1	1.0
Locus61	set_35	4	600	600	600	30	0	0.016	2	1.0
Locus62	set_35	4	600	600	600	27	0	0.018	1	1.0
Locus63	set_35	4	600	600	600	29	0	0.015	4	1.0
Locus64	set_35	4	600	600	600	29	0	0.020	1	1.0
Locus65	set_35	4	600	600	600	26	0	0.017	1	1.0
Locus66	set_35	4	600	600	600	29	0	0.017	2	1.0
Locus67	set_35	4	600	600	600	28	0	0.017	2	1.0
Locus68	set_35	4	600	600	600	30	0	0.014	2	1.0
Locus69	set_35	4	600	600	600	29	0	0.015	1	1.0
Locus70	set_35	4	600	600	600	28	0	0.015	5	1.0
Locus71	set_35	4	600	600	600	30	0	0.013	1	1.0
Locus72	set_35	4	600	600	600	30	0	0.013	2	1.0
Locus73	set_35	4	600	600	600	27	0	0.014	1	1.0
Locus74	set_35	4	600	600	600	30	0	0.016	2	1.0
Locus75	set_35	4	600	600	600	29	0	0.014	2	1.0
Locus76	set_35	4	600	600	600	30	0	0.018	2	1.0
Locus77	set_35	4	600	600	600	30	0	0.018	0	1.0
Locus78	set_35	4	600	600	600	30	0	0.015	2	1.0
Locus79	set_35	4	600	600	600	29	0	0.015	1	1.0
Locus80	set_35	4	600	600	600	30	0	0.018	2	1.0
Locus81	set_35	4	600	600	600	30	0	0.017	3	1.0
Locus82	set_35	4	600	600	600	30	0	0.018	1	1.0
Locus83	set_35	4	600	600	600	30	0	0.011	NA	1.0
Locus84	set_35	4	600	600	600	30	0	0.011	1	1.0
Locus85	set_35	4	600	600	600	29	0	0.018	5	1.0
Locus86	set_35	4	600	600	600	30	0	0.020	2	1.0
Locus87	set_35	4	600	600	600	28	0	0.015	3	1.0
Locus88	set_35	4	600	600	600	29	0	0.012	0	1.0
Locus89	set_35	4	600	600	600	29	0	0.015	1	1.0
Locus90	set_35	4	600	600	600	29	0	0.013	2	1.0
Locus91	set_35	4	600	600	600	28	0	0.014	3	1.0
Locus92	set_35	4	600	600	600	27	0	0.018	2	1.0
Locus93	set_35	4	600	600	600	29	0	0.014	3	1.0
Locus94	set_35	4	600	600	600	28	0	0.019	4	1.0
Locus95	set_35	4	600	600	600	30	0	0.016	4	1.0
Locus96	set_35	4	600	600	600	28	0	0.012	6	1.0
Locus97	set_35	4	600	600	600	30	0	0.019	4	1.0
Locus98	set_35	4	600	600	600	30	0	0.017	5	1.0
