LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_84	4	600	600	600	66	0	0.033	3	1.0
Locus2	set_84	4	600	600	600	62	0	0.032	5	1.0
Locus3	set_84	4	600	600	600	65	0	0.037	5	1.0
Locus4	set_84	4	600	600	600	67	0	0.032	3	1.0
Locus5	set_84	4	600	600	600	61	0	0.031	4	1.0
Locus6	set_84	4	600	600	600	65	0	0.039	7	1.0
Locus7	set_84	4	600	600	600	66	0	0.036	5	1.0
Locus8	set_84	4	600	600	600	63	0	0.038	7	1.0
Locus9	set_84	4	600	600	600	61	0	0.042	6	1.0
Locus10	set_84	4	600	600	600	63	0	0.030	7	1.0
Locus11	set_84	4	600	600	600	67	0	0.041	3	1.0
Locus12	set_84	4	600	600	600	65	0	0.038	8	1.0
Locus13	set_84	4	600	600	600	66	0	0.033	6	1.0
Locus14	set_84	4	600	600	600	65	0	0.047	4	1.0
Locus15	set_84	4	600	600	600	64	0	0.037	5	1.0
Locus16	set_84	4	600	600	600	70	0	0.038	8	1.0
Locus17	set_84	4	600	600	600	65	0	0.039	4	1.0
Locus18	set_84	4	600	600	600	67	0	0.040	4	1.0
Locus19	set_84	4	600	600	600	65	0	0.032	3	1.0
Locus20	set_84	4	600	600	600	64	0	0.044	6	1.0
Locus21	set_84	4	600	600	600	62	0	0.038	1	1.0
Locus22	set_84	4	600	600	600	68	0	0.046	2	1.0
Locus23	set_84	4	600	600	600	68	0	0.038	6	1.0
Locus24	set_84	4	600	600	600	70	0	0.033	2	1.0
Locus25	set_84	4	600	600	600	61	0	0.036	6	1.0
Locus26	set_84	4	600	600	600	66	0	0.040	3	1.0
Locus27	set_84	4	600	600	600	67	0	0.044	2	1.0
Locus28	set_84	4	600	600	600	64	0	0.042	9	1.0
Locus29	set_84	4	600	600	600	69	0	0.036	3	1.0
Locus30	set_84	4	600	600	600	67	0	0.042	4	1.0
Locus31	set_84	4	600	600	600	62	0	0.035	5	1.0
Locus32	set_84	4	600	600	600	68	0	0.044	2	1.0
Locus33	set_84	4	600	600	600	65	0	0.044	7	1.0
Locus34	set_84	4	600	600	600	65	0	0.032	4	1.0
Locus35	set_84	4	600	600	600	65	0	0.036	4	1.0
Locus36	set_84	4	600	600	600	59	0	0.035	4	1.0
Locus37	set_84	4	600	600	600	62	0	0.041	6	1.0
Locus38	set_84	4	600	600	600	61	0	0.046	7	1.0
Locus39	set_84	4	600	600	600	66	0	0.036	6	1.0
Locus40	set_84	4	600	600	600	64	0	0.039	5	1.0
Locus41	set_84	4	600	600	600	66	0	0.036	2	1.0
Locus42	set_84	4	600	600	600	68	0	0.035	4	1.0
Locus43	set_84	4	600	600	600	64	0	0.035	7	1.0
Locus44	set_84	4	600	600	600	63	0	0.038	8	1.0
Locus45	set_84	4	600	600	600	60	0	0.041	6	1.0
Locus46	set_84	4	600	600	600	65	0	0.038	6	1.0
Locus47	set_84	4	600	600	600	65	0	0.035	1	1.0
