LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_37	4	600	600	600	34	0	0.011	0	1.0
Locus2	set_37	4	600	600	600	31	0	0.023	NA	1.0
Locus3	set_37	4	600	600	600	35	0	0.018	NA	1.0
Locus4	set_37	4	600	600	600	33	0	0.025	NA	1.0
Locus5	set_37	4	600	600	600	34	0	0.019	2	1.0
Locus6	set_37	4	600	600	600	35	0	0.026	0	1.0
Locus7	set_37	4	600	600	600	31	0	0.021	1	1.0
Locus8	set_37	4	600	600	600	35	0	0.018	NA	1.0
Locus9	set_37	4	600	600	600	34	0	0.014	0	1.0
Locus10	set_37	4	600	600	600	30	0	0.021	0	1.0
Locus11	set_37	4	600	600	600	34	0	0.018	NA	1.0
Locus12	set_37	4	600	600	600	33	0	0.027	0	1.0
Locus13	set_37	4	600	600	600	35	0	0.018	NA	1.0
Locus14	set_37	4	600	600	600	32	0	0.013	0	1.0
Locus15	set_37	4	600	600	600	33	0	0.014	1	1.0
Locus16	set_37	4	600	600	600	35	0	0.021	0	1.0
Locus17	set_37	4	600	600	600	34	0	0.023	0	1.0
Locus18	set_37	4	600	600	600	34	0	0.010	1	1.0
Locus19	set_37	4	600	600	600	34	0	0.018	1	1.0
Locus20	set_37	4	600	600	600	31	0	0.018	NA	1.0
Locus21	set_37	4	600	600	600	32	0	0.023	0	1.0
Locus22	set_37	4	600	600	600	34	0	0.017	0	1.0
Locus23	set_37	4	600	600	600	35	0	0.024	NA	1.0
Locus24	set_37	4	600	600	600	35	0	0.016	0	1.0
Locus25	set_37	4	600	600	600	35	0	0.015	0	1.0
Locus26	set_37	4	600	600	600	35	0	0.014	0	1.0
Locus27	set_37	4	600	600	600	34	0	0.019	NA	1.0
Locus28	set_37	4	600	600	600	33	0	0.011	2	1.0
Locus29	set_37	4	600	600	600	33	0	0.019	0	1.0
Locus30	set_37	4	600	600	600	34	0	0.015	NA	1.0
Locus31	set_37	4	600	600	600	35	0	0.022	0	1.0
Locus32	set_37	4	600	600	600	33	0	0.023	NA	1.0
Locus33	set_37	4	600	600	600	34	0	0.016	NA	1.0
Locus34	set_37	4	600	600	600	34	0	0.027	0	1.0
Locus35	set_37	4	600	600	600	33	0	0.017	0	1.0
Locus36	set_37	4	600	600	600	33	0	0.016	2	1.0
Locus37	set_37	4	600	600	600	34	0	0.019	0	1.0
Locus38	set_37	4	600	600	600	35	0	0.020	0	1.0
Locus39	set_37	4	600	600	600	35	0	0.016	NA	1.0
Locus40	set_37	4	600	600	600	35	0	0.025	NA	1.0
Locus41	set_37	4	600	600	600	35	0	0.020	NA	1.0
