LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus2	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus3	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus4	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus5	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus6	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus7	set_16	4	600	600	600	15	0	0.010	0	1.0
Locus8	set_16	4	600	600	600	15	0	0.008	0	1.0
Locus9	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus10	set_16	4	600	600	600	15	0	0.011	3	1.0
Locus11	set_16	4	600	600	600	15	0	0.007	2	1.0
Locus12	set_16	4	600	600	600	15	0	0.007	2	1.0
Locus13	set_16	4	600	600	600	15	0	0.012	1	1.0
Locus14	set_16	4	600	600	600	14	0	0.009	2	1.0
Locus15	set_16	4	600	600	600	15	0	0.008	0	1.0
Locus16	set_16	4	600	600	600	14	0	0.010	3	1.0
Locus17	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus18	set_16	4	600	600	600	15	0	0.006	2	1.0
Locus19	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus20	set_16	4	600	600	600	14	0	0.007	0	1.0
Locus21	set_16	4	600	600	600	15	0	0.007	2	1.0
Locus22	set_16	4	600	600	600	15	0	0.010	1	1.0
Locus23	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus24	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus25	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus26	set_16	4	600	600	600	15	0	0.010	2	1.0
Locus27	set_16	4	600	600	600	14	0	0.008	1	1.0
Locus28	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus29	set_16	4	600	600	600	15	0	0.010	2	1.0
Locus30	set_16	4	600	600	600	15	0	0.007	2	1.0
Locus31	set_16	4	600	600	600	15	0	0.011	1	1.0
Locus32	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus33	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus34	set_16	4	600	600	600	15	0	0.007	NA	1.0
Locus35	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus36	set_16	4	600	600	600	15	0	0.010	1	1.0
Locus37	set_16	4	600	600	600	15	0	0.009	3	1.0
Locus38	set_16	4	600	600	600	15	0	0.011	1	1.0
Locus39	set_16	4	600	600	600	15	0	0.008	0	1.0
Locus40	set_16	4	600	600	600	15	0	0.008	3	1.0
Locus41	set_16	4	600	600	600	15	0	0.010	1	1.0
Locus42	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus43	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus44	set_16	4	600	600	600	14	0	0.010	1	1.0
Locus45	set_16	4	600	600	600	14	0	0.006	1	1.0
Locus46	set_16	4	600	600	600	15	0	0.007	NA	1.0
Locus47	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus48	set_16	4	600	600	600	14	0	0.007	3	1.0
Locus49	set_16	4	600	600	600	14	0	0.007	1	1.0
Locus50	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus51	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus52	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus53	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus54	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus55	set_16	4	600	600	600	15	0	0.010	3	1.0
Locus56	set_16	4	600	600	600	14	0	0.007	NA	1.0
Locus57	set_16	4	600	600	600	14	0	0.013	2	1.0
Locus58	set_16	4	600	600	600	15	0	0.010	1	1.0
Locus59	set_16	4	600	600	600	14	0	0.007	2	1.0
Locus60	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus61	set_16	4	600	600	600	15	0	0.011	1	1.0
Locus62	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus63	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus64	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus65	set_16	4	600	600	600	15	0	0.006	NA	1.0
Locus66	set_16	4	600	600	600	14	0	0.007	0	1.0
Locus67	set_16	4	600	600	600	14	0	0.009	NA	1.0
Locus68	set_16	4	600	600	600	15	0	0.011	0	1.0
Locus69	set_16	4	600	600	600	15	0	0.005	NA	1.0
Locus70	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus71	set_16	4	600	600	600	14	0	0.009	0	1.0
Locus72	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus73	set_16	4	600	600	600	14	0	0.004	NA	1.0
Locus74	set_16	4	600	600	600	15	0	0.011	0	1.0
Locus75	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus76	set_16	4	600	600	600	14	0	0.012	0	1.0
Locus77	set_16	4	600	600	600	15	0	0.007	2	1.0
Locus78	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus79	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus80	set_16	4	600	600	600	15	0	0.008	3	1.0
Locus81	set_16	4	600	600	600	13	0	0.008	NA	1.0
Locus82	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus83	set_16	4	600	600	600	15	0	0.009	NA	1.0
Locus84	set_16	4	600	600	600	15	0	0.010	NA	1.0
Locus85	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus86	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus87	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus88	set_16	4	600	600	600	15	0	0.009	NA	1.0
Locus89	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus90	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus91	set_16	4	600	600	600	14	0	0.008	3	1.0
Locus92	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus93	set_16	4	600	600	600	15	0	0.011	NA	1.0
Locus94	set_16	4	600	600	600	15	0	0.006	0	1.0
Locus95	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus96	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus97	set_16	4	600	600	600	15	0	0.012	2	1.0
Locus98	set_16	4	600	600	600	15	0	0.011	2	1.0
Locus99	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus100	set_16	4	600	600	600	14	0	0.009	1	1.0
Locus101	set_16	4	600	600	600	15	0	0.006	NA	1.0
Locus102	set_16	4	600	600	600	14	0	0.009	1	1.0
Locus103	set_16	4	600	600	600	15	0	0.010	3	1.0
Locus104	set_16	4	600	600	600	15	0	0.010	NA	1.0
Locus105	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus106	set_16	4	600	600	600	15	0	0.006	2	1.0
Locus107	set_16	4	600	600	600	14	0	0.008	NA	1.0
Locus108	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus109	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus110	set_16	4	600	600	600	14	0	0.007	1	1.0
Locus111	set_16	4	600	600	600	14	0	0.008	2	1.0
Locus112	set_16	4	600	600	600	15	0	0.008	NA	1.0
Locus113	set_16	4	600	600	600	14	0	0.009	1	1.0
Locus114	set_16	4	600	600	600	15	0	0.008	1	1.0
Locus115	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus116	set_16	4	600	600	600	14	0	0.007	2	1.0
Locus117	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus118	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus119	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus120	set_16	4	600	600	600	15	0	0.012	1	1.0
Locus121	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus122	set_16	4	600	600	600	15	0	0.009	NA	1.0
Locus123	set_16	4	600	600	600	15	0	0.007	0	1.0
Locus124	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus125	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus126	set_16	4	600	600	600	15	0	0.009	0	1.0
Locus127	set_16	4	600	600	600	15	0	0.006	1	1.0
Locus128	set_16	4	600	600	600	15	0	0.007	1	1.0
Locus129	set_16	4	600	600	600	15	0	0.006	0	1.0
Locus130	set_16	4	600	600	600	15	0	0.011	1	1.0
Locus131	set_16	4	600	600	600	15	0	0.010	0	1.0
Locus132	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus133	set_16	4	600	600	600	15	0	0.008	0	1.0
Locus134	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus135	set_16	4	600	600	600	15	0	0.009	2	1.0
Locus136	set_16	4	600	600	600	15	0	0.012	2	1.0
Locus137	set_16	4	600	600	600	15	0	0.012	1	1.0
Locus138	set_16	4	600	600	600	15	0	0.010	1	1.0
Locus139	set_16	4	600	600	600	15	0	0.011	NA	1.0
Locus140	set_16	4	600	600	600	15	0	0.009	1	1.0
Locus141	set_16	4	600	600	600	15	0	0.008	2	1.0
Locus142	set_16	4	600	600	600	15	0	0.007	0	1.0
