LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_49	4	600	600	600	42	0	0.018	2	1.0
Locus2	set_49	4	600	600	600	45	0	0.013	0	1.0
Locus3	set_49	4	600	600	600	44	0	0.026	NA	1.0
Locus4	set_49	4	600	600	600	44	0	0.021	1	1.0
Locus5	set_49	4	600	600	600	45	0	0.027	0	1.0
Locus6	set_49	4	600	600	600	44	0	0.020	0	1.0
Locus7	set_49	4	600	600	600	44	0	0.020	0	1.0
Locus8	set_49	4	600	600	600	41	0	0.020	3	1.0
Locus9	set_49	4	600	600	600	43	0	0.028	2	1.0
Locus10	set_49	4	600	600	600	41	0	0.032	NA	1.0
Locus11	set_49	4	600	600	600	42	0	0.033	0	1.0
Locus12	set_49	4	600	600	600	43	0	0.024	0	1.0
Locus13	set_49	4	600	600	600	45	0	0.018	0	1.0
Locus14	set_49	4	600	600	600	44	0	0.021	NA	1.0
Locus15	set_49	4	600	600	600	44	0	0.031	0	1.0
Locus16	set_49	4	600	600	600	44	0	0.025	0	1.0
Locus17	set_49	4	600	600	600	42	0	0.042	NA	1.0
Locus18	set_49	4	600	600	600	41	0	0.030	1	1.0
Locus19	set_49	4	600	600	600	45	0	0.020	NA	1.0
Locus20	set_49	4	600	600	600	42	0	0.027	2	1.0
Locus21	set_49	4	600	600	600	44	0	0.016	1	1.0
Locus22	set_49	4	600	600	600	44	0	0.031	NA	1.0
Locus23	set_49	4	600	600	600	43	0	0.016	0	1.0
Locus24	set_49	4	600	600	600	44	0	0.019	NA	1.0
Locus25	set_49	4	600	600	600	44	0	0.018	1	1.0
Locus26	set_49	4	600	600	600	45	0	0.017	0	1.0
Locus27	set_49	4	600	600	600	40	0	0.028	2	1.0
Locus28	set_49	4	600	600	600	41	0	0.024	NA	1.0
Locus29	set_49	4	600	600	600	44	0	0.028	0	1.0
Locus30	set_49	4	600	600	600	45	0	0.036	NA	1.0
Locus31	set_49	4	600	600	600	45	0	0.029	NA	1.0
Locus32	set_49	4	600	600	600	44	0	0.028	0	1.0
Locus33	set_49	4	600	600	600	44	0	0.019	0	1.0
Locus34	set_49	4	600	600	600	44	0	0.026	0	1.0
Locus35	set_49	4	600	600	600	44	0	0.022	0	1.0
Locus36	set_49	4	600	600	600	43	0	0.016	1	1.0
Locus37	set_49	4	600	600	600	43	0	0.016	1	1.0
Locus38	set_49	4	600	600	600	44	0	0.025	NA	1.0
Locus39	set_49	4	600	600	600	40	0	0.031	0	1.0
Locus40	set_49	4	600	600	600	43	0	0.019	2	1.0
Locus41	set_49	4	600	600	600	43	0	0.029	2	1.0
Locus42	set_49	4	600	600	600	44	0	0.028	0	1.0
Locus43	set_49	4	600	600	600	45	0	0.031	0	1.0
Locus44	set_49	4	600	600	600	44	0	0.018	0	1.0
Locus45	set_49	4	600	600	600	44	0	0.026	0	1.0
Locus46	set_49	4	600	600	600	45	0	0.031	NA	1.0
Locus47	set_49	4	600	600	600	44	0	0.030	0	1.0
Locus48	set_49	4	600	600	600	44	0	0.030	NA	1.0
Locus49	set_49	4	600	600	600	44	0	0.024	NA	1.0
Locus50	set_49	4	600	600	600	41	0	0.038	0	1.0
Locus51	set_49	4	600	600	600	44	0	0.015	0	1.0
Locus52	set_49	4	600	600	600	44	0	0.023	0	1.0
Locus53	set_49	4	600	600	600	42	0	0.023	0	1.0
Locus54	set_49	4	600	600	600	45	0	0.013	NA	1.0
Locus55	set_49	4	600	600	600	45	0	0.015	NA	1.0
Locus56	set_49	4	600	600	600	44	0	0.034	0	1.0
Locus57	set_49	4	600	600	600	42	0	0.031	1	1.0
Locus58	set_49	4	600	600	600	44	0	0.031	NA	1.0
Locus59	set_49	4	600	600	600	44	0	0.021	0	1.0
Locus60	set_49	4	600	600	600	42	0	0.016	NA	1.0
Locus61	set_49	4	600	600	600	44	0	0.027	0	1.0
Locus62	set_49	4	600	600	600	45	0	0.027	0	1.0
Locus63	set_49	4	600	600	600	44	0	0.025	0	1.0
Locus64	set_49	4	600	600	600	44	0	0.033	0	1.0
Locus65	set_49	4	600	600	600	45	0	0.024	0	1.0
Locus66	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus67	set_49	4	600	600	600	45	0	0.031	NA	1.0
Locus68	set_49	4	600	600	600	42	0	0.024	NA	1.0
Locus69	set_49	4	600	600	600	43	0	0.014	0	1.0
Locus70	set_49	4	600	600	600	40	0	0.021	0	1.0
Locus71	set_49	4	600	600	600	41	0	0.026	0	1.0
Locus72	set_49	4	600	600	600	44	0	0.019	NA	1.0
Locus73	set_49	4	600	600	600	43	0	0.027	0	1.0
Locus74	set_49	4	600	600	600	43	0	0.022	0	1.0
Locus75	set_49	4	600	600	600	42	0	0.028	1	1.0
Locus76	set_49	4	600	600	600	43	0	0.026	0	1.0
Locus77	set_49	4	600	600	600	40	0	0.026	NA	1.0
Locus78	set_49	4	600	600	600	43	0	0.023	1	1.0
Locus79	set_49	4	600	600	600	43	0	0.020	NA	1.0
Locus80	set_49	4	600	600	600	42	0	0.025	0	1.0
Locus81	set_49	4	600	600	600	40	0	0.024	3	1.0
Locus82	set_49	4	600	600	600	43	0	0.023	0	1.0
Locus83	set_49	4	600	600	600	43	0	0.018	0	1.0
Locus84	set_49	4	600	600	600	42	0	0.021	1	1.0
Locus85	set_49	4	600	600	600	43	0	0.025	NA	1.0
Locus86	set_49	4	600	600	600	44	0	0.019	0	1.0
Locus87	set_49	4	600	600	600	44	0	0.025	NA	1.0
Locus88	set_49	4	600	600	600	41	0	0.019	2	1.0
Locus89	set_49	4	600	600	600	45	0	0.025	0	1.0
Locus90	set_49	4	600	600	600	44	0	0.027	0	1.0
Locus91	set_49	4	600	600	600	44	0	0.018	1	1.0
Locus92	set_49	4	600	600	600	41	0	0.024	0	1.0
Locus93	set_49	4	600	600	600	41	0	0.027	NA	1.0
Locus94	set_49	4	600	600	600	44	0	0.024	0	1.0
Locus95	set_49	4	600	600	600	44	0	0.019	0	1.0
Locus96	set_49	4	600	600	600	41	0	0.029	0	1.0
Locus97	set_49	4	600	600	600	43	0	0.018	0	1.0
Locus98	set_49	4	600	600	600	45	0	0.026	NA	1.0
Locus99	set_49	4	600	600	600	42	0	0.016	2	1.0
Locus100	set_49	4	600	600	600	42	0	0.022	1	1.0
Locus101	set_49	4	600	600	600	43	0	0.027	1	1.0
Locus102	set_49	4	600	600	600	44	0	0.028	NA	1.0
Locus103	set_49	4	600	600	600	40	0	0.026	NA	1.0
Locus104	set_49	4	600	600	600	45	0	0.019	NA	1.0
Locus105	set_49	4	600	600	600	43	0	0.019	0	1.0
Locus106	set_49	4	600	600	600	44	0	0.016	0	1.0
Locus107	set_49	4	600	600	600	45	0	0.022	0	1.0
Locus108	set_49	4	600	600	600	45	0	0.019	0	1.0
Locus109	set_49	4	600	600	600	41	0	0.026	0	1.0
Locus110	set_49	4	600	600	600	44	0	0.020	0	1.0
Locus111	set_49	4	600	600	600	44	0	0.025	0	1.0
Locus112	set_49	4	600	600	600	38	0	0.026	0	1.0
Locus113	set_49	4	600	600	600	44	0	0.024	NA	1.0
Locus114	set_49	4	600	600	600	43	0	0.029	NA	1.0
Locus115	set_49	4	600	600	600	43	0	0.023	2	1.0
Locus116	set_49	4	600	600	600	40	0	0.021	1	1.0
Locus117	set_49	4	600	600	600	40	0	0.015	1	1.0
Locus118	set_49	4	600	600	600	41	0	0.026	NA	1.0
Locus119	set_49	4	600	600	600	44	0	0.023	NA	1.0
Locus120	set_49	4	600	600	600	45	0	0.022	0	1.0
Locus121	set_49	4	600	600	600	42	0	0.019	2	1.0
Locus122	set_49	4	600	600	600	44	0	0.013	1	1.0
Locus123	set_49	4	600	600	600	45	0	0.026	NA	1.0
Locus124	set_49	4	600	600	600	44	0	0.026	0	1.0
Locus125	set_49	4	600	600	600	41	0	0.017	0	1.0
Locus126	set_49	4	600	600	600	41	0	0.020	NA	1.0
Locus127	set_49	4	600	600	600	42	0	0.020	0	1.0
Locus128	set_49	4	600	600	600	44	0	0.021	NA	1.0
Locus129	set_49	4	600	600	600	43	0	0.021	0	1.0
Locus130	set_49	4	600	600	600	42	0	0.031	0	1.0
Locus131	set_49	4	600	600	600	42	0	0.024	NA	1.0
Locus132	set_49	4	600	600	600	42	0	0.027	0	1.0
Locus133	set_49	4	600	600	600	42	0	0.022	2	1.0
Locus134	set_49	4	600	600	600	45	0	0.018	0	1.0
Locus135	set_49	4	600	600	600	40	0	0.032	NA	1.0
Locus136	set_49	4	600	600	600	44	0	0.017	0	1.0
Locus137	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus138	set_49	4	600	600	600	44	0	0.012	NA	1.0
Locus139	set_49	4	600	600	600	45	0	0.017	0	1.0
Locus140	set_49	4	600	600	600	43	0	0.027	0	1.0
Locus141	set_49	4	600	600	600	44	0	0.021	0	1.0
Locus142	set_49	4	600	600	600	45	0	0.026	NA	1.0
Locus143	set_49	4	600	600	600	40	0	0.026	0	1.0
Locus144	set_49	4	600	600	600	43	0	0.030	0	1.0
Locus145	set_49	4	600	600	600	42	0	0.031	NA	1.0
Locus146	set_49	4	600	600	600	43	0	0.021	1	1.0
Locus147	set_49	4	600	600	600	44	0	0.026	0	1.0
Locus148	set_49	4	600	600	600	42	0	0.021	0	1.0
Locus149	set_49	4	600	600	600	44	0	0.031	NA	1.0
Locus150	set_49	4	600	600	600	45	0	0.029	NA	1.0
Locus151	set_49	4	600	600	600	40	0	0.030	1	1.0
Locus152	set_49	4	600	600	600	43	0	0.025	NA	1.0
Locus153	set_49	4	600	600	600	45	0	0.018	NA	1.0
Locus154	set_49	4	600	600	600	42	0	0.024	0	1.0
Locus155	set_49	4	600	600	600	45	0	0.022	NA	1.0
Locus156	set_49	4	600	600	600	40	0	0.023	0	1.0
Locus157	set_49	4	600	600	600	42	0	0.019	0	1.0
Locus158	set_49	4	600	600	600	42	0	0.027	0	1.0
Locus159	set_49	4	600	600	600	42	0	0.020	0	1.0
Locus160	set_49	4	600	600	600	44	0	0.014	0	1.0
Locus161	set_49	4	600	600	600	44	0	0.026	0	1.0
Locus162	set_49	4	600	600	600	43	0	0.019	2	1.0
Locus163	set_49	4	600	600	600	42	0	0.025	0	1.0
Locus164	set_49	4	600	600	600	42	0	0.027	0	1.0
Locus165	set_49	4	600	600	600	44	0	0.028	0	1.0
Locus166	set_49	4	600	600	600	45	0	0.027	0	1.0
Locus167	set_49	4	600	600	600	40	0	0.023	2	1.0
Locus168	set_49	4	600	600	600	44	0	0.024	NA	1.0
Locus169	set_49	4	600	600	600	44	0	0.017	NA	1.0
Locus170	set_49	4	600	600	600	42	0	0.025	0	1.0
Locus171	set_49	4	600	600	600	43	0	0.010	NA	1.0
Locus172	set_49	4	600	600	600	41	0	0.015	1	1.0
Locus173	set_49	4	600	600	600	43	0	0.024	2	1.0
Locus174	set_49	4	600	600	600	45	0	0.035	0	1.0
Locus175	set_49	4	600	600	600	41	0	0.032	NA	1.0
Locus176	set_49	4	600	600	600	45	0	0.014	0	1.0
Locus177	set_49	4	600	600	600	44	0	0.016	NA	1.0
Locus178	set_49	4	600	600	600	44	0	0.026	1	1.0
Locus179	set_49	4	600	600	600	43	0	0.030	NA	1.0
Locus180	set_49	4	600	600	600	43	0	0.034	NA	1.0
Locus181	set_49	4	600	600	600	44	0	0.019	NA	1.0
Locus182	set_49	4	600	600	600	40	0	0.031	0	1.0
Locus183	set_49	4	600	600	600	44	0	0.020	NA	1.0
Locus184	set_49	4	600	600	600	43	0	0.017	0	1.0
Locus185	set_49	4	600	600	600	43	0	0.017	1	1.0
Locus186	set_49	4	600	600	600	40	0	0.029	0	1.0
Locus187	set_49	4	600	600	600	43	0	0.019	2	1.0
Locus188	set_49	4	600	600	600	44	0	0.022	0	1.0
Locus189	set_49	4	600	600	600	42	0	0.028	NA	1.0
Locus190	set_49	4	600	600	600	45	0	0.034	NA	1.0
Locus191	set_49	4	600	600	600	43	0	0.018	NA	1.0
Locus192	set_49	4	600	600	600	43	0	0.019	1	1.0
Locus193	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus194	set_49	4	600	600	600	45	0	0.036	NA	1.0
Locus195	set_49	4	600	600	600	45	0	0.024	NA	1.0
Locus196	set_49	4	600	600	600	41	0	0.024	1	1.0
Locus197	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus198	set_49	4	600	600	600	39	0	0.021	2	1.0
Locus199	set_49	4	600	600	600	44	0	0.020	0	1.0
Locus200	set_49	4	600	600	600	42	0	0.030	NA	1.0
Locus201	set_49	4	600	600	600	42	0	0.019	1	1.0
Locus202	set_49	4	600	600	600	43	0	0.019	1	1.0
Locus203	set_49	4	600	600	600	40	0	0.027	0	1.0
Locus204	set_49	4	600	600	600	44	0	0.016	0	1.0
Locus205	set_49	4	600	600	600	43	0	0.022	NA	1.0
Locus206	set_49	4	600	600	600	41	0	0.029	0	1.0
Locus207	set_49	4	600	600	600	44	0	0.019	0	1.0
Locus208	set_49	4	600	600	600	43	0	0.024	0	1.0
Locus209	set_49	4	600	600	600	44	0	0.032	0	1.0
Locus210	set_49	4	600	600	600	44	0	0.027	NA	1.0
Locus211	set_49	4	600	600	600	43	0	0.032	0	1.0
Locus212	set_49	4	600	600	600	43	0	0.018	1	1.0
Locus213	set_49	4	600	600	600	45	0	0.024	0	1.0
Locus214	set_49	4	600	600	600	43	0	0.020	0	1.0
Locus215	set_49	4	600	600	600	43	0	0.029	0	1.0
Locus216	set_49	4	600	600	600	45	0	0.028	NA	1.0
Locus217	set_49	4	600	600	600	45	0	0.021	NA	1.0
Locus218	set_49	4	600	600	600	43	0	0.028	0	1.0
Locus219	set_49	4	600	600	600	43	0	0.031	NA	1.0
Locus220	set_49	4	600	600	600	43	0	0.018	0	1.0
Locus221	set_49	4	600	600	600	44	0	0.013	0	1.0
Locus222	set_49	4	600	600	600	44	0	0.023	1	1.0
Locus223	set_49	4	600	600	600	44	0	0.017	NA	1.0
Locus224	set_49	4	600	600	600	42	0	0.019	1	1.0
Locus225	set_49	4	600	600	600	44	0	0.029	0	1.0
Locus226	set_49	4	600	600	600	44	0	0.025	0	1.0
Locus227	set_49	4	600	600	600	43	0	0.021	0	1.0
Locus228	set_49	4	600	600	600	45	0	0.025	NA	1.0
Locus229	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus230	set_49	4	600	600	600	43	0	0.026	1	1.0
Locus231	set_49	4	600	600	600	43	0	0.023	2	1.0
Locus232	set_49	4	600	600	600	45	0	0.019	NA	1.0
Locus233	set_49	4	600	600	600	45	0	0.030	0	1.0
Locus234	set_49	4	600	600	600	43	0	0.022	2	1.0
Locus235	set_49	4	600	600	600	44	0	0.020	2	1.0
Locus236	set_49	4	600	600	600	43	0	0.029	0	1.0
Locus237	set_49	4	600	600	600	43	0	0.025	NA	1.0
Locus238	set_49	4	600	600	600	44	0	0.033	0	1.0
Locus239	set_49	4	600	600	600	42	0	0.029	NA	1.0
Locus240	set_49	4	600	600	600	42	0	0.029	0	1.0
Locus241	set_49	4	600	600	600	45	0	0.022	NA	1.0
Locus242	set_49	4	600	600	600	44	0	0.025	2	1.0
Locus243	set_49	4	600	600	600	41	0	0.020	1	1.0
Locus244	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus245	set_49	4	600	600	600	45	0	0.020	0	1.0
Locus246	set_49	4	600	600	600	42	0	0.031	0	1.0
Locus247	set_49	4	600	600	600	44	0	0.021	0	1.0
Locus248	set_49	4	600	600	600	41	0	0.027	0	1.0
Locus249	set_49	4	600	600	600	44	0	0.024	NA	1.0
Locus250	set_49	4	600	600	600	45	0	0.025	0	1.0
Locus251	set_49	4	600	600	600	45	0	0.026	0	1.0
Locus252	set_49	4	600	600	600	42	0	0.025	0	1.0
Locus253	set_49	4	600	600	600	45	0	0.027	NA	1.0
Locus254	set_49	4	600	600	600	44	0	0.020	1	1.0
Locus255	set_49	4	600	600	600	45	0	0.031	NA	1.0
Locus256	set_49	4	600	600	600	44	0	0.034	0	1.0
Locus257	set_49	4	600	600	600	45	0	0.021	NA	1.0
Locus258	set_49	4	600	600	600	41	0	0.024	0	1.0
Locus259	set_49	4	600	600	600	43	0	0.029	0	1.0
Locus260	set_49	4	600	600	600	42	0	0.019	0	1.0
Locus261	set_49	4	600	600	600	43	0	0.021	1	1.0
Locus262	set_49	4	600	600	600	45	0	0.014	0	1.0
Locus263	set_49	4	600	600	600	45	0	0.019	0	1.0
Locus264	set_49	4	600	600	600	44	0	0.033	0	1.0
Locus265	set_49	4	600	600	600	45	0	0.021	0	1.0
Locus266	set_49	4	600	600	600	43	0	0.024	NA	1.0
Locus267	set_49	4	600	600	600	43	0	0.022	0	1.0
Locus268	set_49	4	600	600	600	45	0	0.019	0	1.0
Locus269	set_49	4	600	600	600	43	0	0.021	2	1.0
Locus270	set_49	4	600	600	600	43	0	0.030	NA	1.0
Locus271	set_49	4	600	600	600	44	0	0.019	0	1.0
Locus272	set_49	4	600	600	600	44	0	0.018	2	1.0
Locus273	set_49	4	600	600	600	41	0	0.024	2	1.0
Locus274	set_49	4	600	600	600	45	0	0.016	0	1.0
Locus275	set_49	4	600	600	600	44	0	0.016	0	1.0
Locus276	set_49	4	600	600	600	43	0	0.029	0	1.0
Locus277	set_49	4	600	600	600	43	0	0.032	1	1.0
Locus278	set_49	4	600	600	600	45	0	0.023	0	1.0
Locus279	set_49	4	600	600	600	42	0	0.030	NA	1.0
Locus280	set_49	4	600	600	600	43	0	0.026	NA	1.0
Locus281	set_49	4	600	600	600	42	0	0.020	0	1.0
Locus282	set_49	4	600	600	600	45	0	0.021	0	1.0
Locus283	set_49	4	600	600	600	40	0	0.025	2	1.0
Locus284	set_49	4	600	600	600	44	0	0.029	0	1.0
Locus285	set_49	4	600	600	600	42	0	0.021	0	1.0
Locus286	set_49	4	600	600	600	44	0	0.021	0	1.0
