LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus2	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus3	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus4	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus5	set_7	4	600	600	600	9	0	0.005	1	1.0
Locus6	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus7	set_7	4	600	600	600	10	0	0.005	0	1.0
Locus8	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus9	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus10	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus11	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus12	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus13	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus14	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus15	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus16	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus17	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus18	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus19	set_7	4	600	600	600	9	0	0.007	1	1.0
Locus20	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus21	set_7	4	600	600	600	10	0	0.003	0	1.0
Locus22	set_7	4	600	600	600	10	0	0.009	NA	1.0
Locus23	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus24	set_7	4	600	600	600	10	0	0.009	NA	1.0
Locus25	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus26	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus27	set_7	4	600	600	600	10	0	0.007	0	1.0
Locus28	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus29	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus30	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus31	set_7	4	600	600	600	10	0	0.005	0	1.0
Locus32	set_7	4	600	600	600	9	0	0.005	1	1.0
Locus33	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus34	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus35	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus36	set_7	4	600	600	600	10	0	0.002	NA	1.0
Locus37	set_7	4	600	600	600	10	0	0.002	NA	1.0
Locus38	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus39	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus40	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus41	set_7	4	600	600	600	9	0	0.005	0	1.0
Locus42	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus43	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus44	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus45	set_7	4	600	600	600	10	0	0.007	0	1.0
Locus46	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus47	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus48	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus49	set_7	4	600	600	600	10	0	0.005	0	1.0
Locus50	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus51	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus52	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus53	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus54	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus55	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus56	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus57	set_7	4	600	600	600	10	0	0.005	0	1.0
Locus58	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus59	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus60	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus61	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus62	set_7	4	600	600	600	9	0	0.005	NA	1.0
Locus63	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus64	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus65	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus66	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus67	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus68	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus69	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus70	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus71	set_7	4	600	600	600	10	0	0.008	0	1.0
Locus72	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus73	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus74	set_7	4	600	600	600	10	0	0.003	NA	1.0
Locus75	set_7	4	600	600	600	10	0	0.005	0	1.0
Locus76	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus77	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus78	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus79	set_7	4	600	600	600	10	0	0.005	NA	1.0
Locus80	set_7	4	600	600	600	9	0	0.005	0	1.0
Locus81	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus82	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus83	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus84	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus85	set_7	4	600	600	600	10	0	0.007	0	1.0
Locus86	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus87	set_7	4	600	600	600	10	0	0.007	NA	1.0
Locus88	set_7	4	600	600	600	10	0	0.006	0	1.0
Locus89	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus90	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus91	set_7	4	600	600	600	10	0	0.004	0	1.0
Locus92	set_7	4	600	600	600	9	0	0.006	NA	1.0
Locus93	set_7	4	600	600	600	10	0	0.006	NA	1.0
Locus94	set_7	4	600	600	600	10	0	0.008	NA	1.0
Locus95	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus96	set_7	4	600	600	600	10	0	0.004	NA	1.0
Locus97	set_7	4	600	600	600	10	0	0.007	NA	1.0
