LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_120	4	600	600	600	80	0	0.073	2	1.0
Locus2	set_120	4	600	600	600	89	0	0.057	5	1.0
Locus3	set_120	4	600	600	600	91	0	0.053	10	1.0
Locus4	set_120	4	600	600	600	94	0	0.057	4	1.0
Locus5	set_120	4	600	600	600	94	0	0.052	9	1.0
Locus6	set_120	4	600	600	600	94	0	0.057	5	1.0
Locus7	set_120	4	600	600	600	94	0	0.049	3	1.0
Locus8	set_120	4	600	600	600	87	0	0.056	4	1.0
Locus9	set_120	4	600	600	600	91	0	0.057	5	1.0
Locus10	set_120	4	600	600	600	91	0	0.047	7	1.0
Locus11	set_120	4	600	600	600	87	0	0.053	9	1.0
Locus12	set_120	4	600	600	600	91	0	0.059	9	1.0
Locus13	set_120	4	600	600	600	95	0	0.061	6	1.0
Locus14	set_120	4	600	600	600	90	0	0.060	4	1.0
Locus15	set_120	4	600	600	600	82	0	0.060	10	1.0
Locus16	set_120	4	600	600	600	91	0	0.056	12	1.0
Locus17	set_120	4	600	600	600	90	0	0.057	2	1.0
Locus18	set_120	4	600	600	600	90	0	0.043	4	1.0
Locus19	set_120	4	600	600	600	84	0	0.046	8	1.0
Locus20	set_120	4	600	600	600	90	0	0.055	6	1.0
Locus21	set_120	4	600	600	600	85	0	0.046	10	1.0
Locus22	set_120	4	600	600	600	90	0	0.052	6	1.0
Locus23	set_120	4	600	600	600	78	0	0.061	4	1.0
Locus24	set_120	4	600	600	600	96	0	0.062	5	1.0
Locus25	set_120	4	600	600	600	96	0	0.052	6	1.0
Locus26	set_120	4	600	600	600	90	0	0.046	8	1.0
Locus27	set_120	4	600	600	600	91	0	0.054	7	1.0
Locus28	set_120	4	600	600	600	90	0	0.052	6	1.0
Locus29	set_120	4	600	600	600	89	0	0.057	4	1.0
Locus30	set_120	4	600	600	600	93	0	0.047	10	1.0
Locus31	set_120	4	600	600	600	91	0	0.051	5	1.0
Locus32	set_120	4	600	600	600	85	0	0.052	2	1.0
