LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_79	4	600	600	600	68	0	0.039	NA	1.0
Locus2	set_79	4	600	600	600	66	0	0.036	NA	1.0
Locus3	set_79	4	600	600	600	63	0	0.033	6	1.0
Locus4	set_79	4	600	600	600	67	0	0.047	0	1.0
Locus5	set_79	4	600	600	600	68	0	0.032	0	1.0
Locus6	set_79	4	600	600	600	64	0	0.030	NA	1.0
Locus7	set_79	4	600	600	600	63	0	0.037	0	1.0
Locus8	set_79	4	600	600	600	69	0	0.036	0	1.0
Locus9	set_79	4	600	600	600	66	0	0.021	3	1.0
Locus10	set_79	4	600	600	600	64	0	0.046	0	1.0
Locus11	set_79	4	600	600	600	66	0	0.030	6	1.0
Locus12	set_79	4	600	600	600	68	0	0.029	0	1.0
Locus13	set_79	4	600	600	600	62	0	0.031	2	1.0
Locus14	set_79	4	600	600	600	65	0	0.036	NA	1.0
Locus15	set_79	4	600	600	600	68	0	0.042	0	1.0
Locus16	set_79	4	600	600	600	67	0	0.035	NA	1.0
Locus17	set_79	4	600	600	600	68	0	0.038	0	1.0
Locus18	set_79	4	600	600	600	64	0	0.039	NA	1.0
Locus19	set_79	4	600	600	600	66	0	0.031	0	1.0
Locus20	set_79	4	600	600	600	64	0	0.029	2	1.0
Locus21	set_79	4	600	600	600	66	0	0.027	1	1.0
Locus22	set_79	4	600	600	600	68	0	0.050	0	1.0
Locus23	set_79	4	600	600	600	65	0	0.029	0	1.0
Locus24	set_79	4	600	600	600	65	0	0.032	0	1.0
Locus25	set_79	4	600	600	600	65	0	0.040	2	1.0
Locus26	set_79	4	600	600	600	67	0	0.030	2	1.0
Locus27	set_79	4	600	600	600	64	0	0.048	0	1.0
Locus28	set_79	4	600	600	600	68	0	0.031	0	1.0
Locus29	set_79	4	600	600	600	64	0	0.043	0	1.0
Locus30	set_79	4	600	600	600	66	0	0.047	NA	1.0
Locus31	set_79	4	600	600	600	64	0	0.036	2	1.0
Locus32	set_79	4	600	600	600	67	0	0.044	0	1.0
Locus33	set_79	4	600	600	600	66	0	0.045	0	1.0
Locus34	set_79	4	600	600	600	65	0	0.030	0	1.0
Locus35	set_79	4	600	600	600	66	0	0.045	0	1.0
Locus36	set_79	4	600	600	600	64	0	0.049	NA	1.0
Locus37	set_79	4	600	600	600	64	0	0.035	2	1.0
Locus38	set_79	4	600	600	600	66	0	0.032	NA	1.0
Locus39	set_79	4	600	600	600	63	0	0.044	0	1.0
Locus40	set_79	4	600	600	600	64	0	0.032	0	1.0
Locus41	set_79	4	600	600	600	64	0	0.045	1	1.0
Locus42	set_79	4	600	600	600	63	0	0.038	NA	1.0
Locus43	set_79	4	600	600	600	67	0	0.036	2	1.0
Locus44	set_79	4	600	600	600	68	0	0.033	NA	1.0
Locus45	set_79	4	600	600	600	63	0	0.032	2	1.0
Locus46	set_79	4	600	600	600	66	0	0.032	0	1.0
Locus47	set_79	4	600	600	600	66	0	0.039	1	1.0
Locus48	set_79	4	600	600	600	65	0	0.030	2	1.0
Locus49	set_79	4	600	600	600	66	0	0.032	2	1.0
Locus50	set_79	4	600	600	600	65	0	0.034	2	1.0
Locus51	set_79	4	600	600	600	64	0	0.024	4	1.0
Locus52	set_79	4	600	600	600	69	0	0.038	0	1.0
Locus53	set_79	4	600	600	600	66	0	0.043	0	1.0
Locus54	set_79	4	600	600	600	66	0	0.037	2	1.0
Locus55	set_79	4	600	600	600	67	0	0.044	0	1.0
Locus56	set_79	4	600	600	600	63	0	0.046	0	1.0
Locus57	set_79	4	600	600	600	69	0	0.034	NA	1.0
Locus58	set_79	4	600	600	600	65	0	0.041	0	1.0
Locus59	set_79	4	600	600	600	67	0	0.030	NA	1.0
Locus60	set_79	4	600	600	600	68	0	0.028	0	1.0
Locus61	set_79	4	600	600	600	64	0	0.026	5	1.0
Locus62	set_79	4	600	600	600	65	0	0.042	0	1.0
Locus63	set_79	4	600	600	600	64	0	0.035	3	1.0
Locus64	set_79	4	600	600	600	61	0	0.040	4	1.0
Locus65	set_79	4	600	600	600	66	0	0.032	NA	1.0
Locus66	set_79	4	600	600	600	65	0	0.038	0	1.0
Locus67	set_79	4	600	600	600	65	0	0.042	0	1.0
Locus68	set_79	4	600	600	600	66	0	0.034	0	1.0
Locus69	set_79	4	600	600	600	57	0	0.041	4	1.0
Locus70	set_79	4	600	600	600	67	0	0.029	2	1.0
Locus71	set_79	4	600	600	600	68	0	0.044	NA	1.0
Locus72	set_79	4	600	600	600	62	0	0.031	NA	1.0
Locus73	set_79	4	600	600	600	65	0	0.029	2	1.0
Locus74	set_79	4	600	600	600	65	0	0.032	1	1.0
Locus75	set_79	4	600	600	600	65	0	0.038	1	1.0
Locus76	set_79	4	600	600	600	66	0	0.033	0	1.0
Locus77	set_79	4	600	600	600	69	0	0.032	0	1.0
Locus78	set_79	4	600	600	600	67	0	0.027	2	1.0
Locus79	set_79	4	600	600	600	68	0	0.040	0	1.0
Locus80	set_79	4	600	600	600	62	0	0.043	NA	1.0
Locus81	set_79	4	600	600	600	63	0	0.030	2	1.0
Locus82	set_79	4	600	600	600	67	0	0.031	0	1.0
Locus83	set_79	4	600	600	600	63	0	0.024	0	1.0
Locus84	set_79	4	600	600	600	65	0	0.045	2	1.0
Locus85	set_79	4	600	600	600	67	0	0.036	2	1.0
Locus86	set_79	4	600	600	600	69	0	0.040	0	1.0
Locus87	set_79	4	600	600	600	64	0	0.033	0	1.0
Locus88	set_79	4	600	600	600	63	0	0.046	0	1.0
Locus89	set_79	4	600	600	600	66	0	0.032	0	1.0
Locus90	set_79	4	600	600	600	64	0	0.033	0	1.0
Locus91	set_79	4	600	600	600	66	0	0.047	1	1.0
Locus92	set_79	4	600	600	600	69	0	0.037	NA	1.0
Locus93	set_79	4	600	600	600	69	0	0.026	0	1.0
