LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_69	4	600	600	600	57	0	0.036	2	1.0
Locus2	set_69	4	600	600	600	57	0	0.029	3	1.0
Locus3	set_69	4	600	600	600	57	0	0.038	5	1.0
Locus4	set_69	4	600	600	600	54	0	0.037	1	1.0
Locus5	set_69	4	600	600	600	53	0	0.037	0	1.0
Locus6	set_69	4	600	600	600	59	0	0.027	3	1.0
Locus7	set_69	4	600	600	600	57	0	0.037	1	1.0
Locus8	set_69	4	600	600	600	57	0	0.031	2	1.0
Locus9	set_69	4	600	600	600	58	0	0.031	1	1.0
Locus10	set_69	4	600	600	600	56	0	0.038	5	1.0
Locus11	set_69	4	600	600	600	58	0	0.041	1	1.0
Locus12	set_69	4	600	600	600	56	0	0.040	2	1.0
Locus13	set_69	4	600	600	600	57	0	0.038	NA	1.0
Locus14	set_69	4	600	600	600	57	0	0.031	4	1.0
Locus15	set_69	4	600	600	600	57	0	0.032	2	1.0
Locus16	set_69	4	600	600	600	55	0	0.035	0	1.0
Locus17	set_69	4	600	600	600	60	0	0.034	2	1.0
Locus18	set_69	4	600	600	600	59	0	0.033	1	1.0
Locus19	set_69	4	600	600	600	57	0	0.034	3	1.0
Locus20	set_69	4	600	600	600	57	0	0.027	2	1.0
Locus21	set_69	4	600	600	600	57	0	0.036	4	1.0
Locus22	set_69	4	600	600	600	56	0	0.029	4	1.0
Locus23	set_69	4	600	600	600	57	0	0.030	1	1.0
Locus24	set_69	4	600	600	600	56	0	0.033	0	1.0
Locus25	set_69	4	600	600	600	53	0	0.043	0	1.0
Locus26	set_69	4	600	600	600	58	0	0.027	3	1.0
Locus27	set_69	4	600	600	600	55	0	0.036	2	1.0
Locus28	set_69	4	600	600	600	55	0	0.036	4	1.0
Locus29	set_69	4	600	600	600	60	0	0.030	3	1.0
Locus30	set_69	4	600	600	600	55	0	0.030	1	1.0
Locus31	set_69	4	600	600	600	57	0	0.030	4	1.0
Locus32	set_69	4	600	600	600	54	0	0.037	1	1.0
Locus33	set_69	4	600	600	600	54	0	0.026	1	1.0
Locus34	set_69	4	600	600	600	57	0	0.035	2	1.0
Locus35	set_69	4	600	600	600	56	0	0.028	2	1.0
Locus36	set_69	4	600	600	600	59	0	0.031	3	1.0
Locus37	set_69	4	600	600	600	58	0	0.038	5	1.0
Locus38	set_69	4	600	600	600	60	0	0.031	2	1.0
Locus39	set_69	4	600	600	600	53	0	0.039	3	1.0
Locus40	set_69	4	600	600	600	57	0	0.030	3	1.0
Locus41	set_69	4	600	600	600	46	0	0.043	1	1.0
Locus42	set_69	4	600	600	600	57	0	0.030	3	1.0
Locus43	set_69	4	600	600	600	54	0	0.034	5	1.0
Locus44	set_69	4	600	600	600	58	0	0.032	2	1.0
Locus45	set_69	4	600	600	600	59	0	0.029	2	1.0
Locus46	set_69	4	600	600	600	56	0	0.027	5	1.0
Locus47	set_69	4	600	600	600	59	0	0.034	2	1.0
Locus48	set_69	4	600	600	600	56	0	0.026	4	1.0
Locus49	set_69	4	600	600	600	59	0	0.025	4	1.0
Locus50	set_69	4	600	600	600	57	0	0.034	3	1.0
