LocusID	Species	N_individuals	AlnSeqLength	N_sites_noN	AvgSeqLg_noN	N_SNPsBi	N_SNPs_Mult	GC_content	NbRec	SNP_coverage
Locus1	set_102	4	600	600	600	76	0	0.048	4	1.0
Locus2	set_102	4	600	600	600	72	0	0.045	9	1.0
Locus3	set_102	4	600	600	600	78	0	0.048	5	1.0
Locus4	set_102	4	600	600	600	80	0	0.050	4	1.0
Locus5	set_102	4	600	600	600	81	0	0.046	3	1.0
Locus6	set_102	4	600	600	600	78	0	0.053	5	1.0
Locus7	set_102	4	600	600	600	78	0	0.041	5	1.0
Locus8	set_102	4	600	600	600	78	0	0.053	3	1.0
Locus9	set_102	4	600	600	600	76	0	0.041	3	1.0
Locus10	set_102	4	600	600	600	77	0	0.044	3	1.0
Locus11	set_102	4	600	600	600	75	0	0.048	5	1.0
Locus12	set_102	4	600	600	600	73	0	0.050	6	1.0
Locus13	set_102	4	600	600	600	75	0	0.049	8	1.0
Locus14	set_102	4	600	600	600	79	0	0.047	5	1.0
Locus15	set_102	4	600	600	600	78	0	0.041	5	1.0
Locus16	set_102	4	600	600	600	77	0	0.038	5	1.0
Locus17	set_102	4	600	600	600	79	0	0.042	6	1.0
Locus18	set_102	4	600	600	600	76	0	0.052	8	1.0
Locus19	set_102	4	600	600	600	81	0	0.042	6	1.0
Locus20	set_102	4	600	600	600	78	0	0.050	7	1.0
Locus21	set_102	4	600	600	600	79	0	0.050	5	1.0
Locus22	set_102	4	600	600	600	78	0	0.044	8	1.0
Locus23	set_102	4	600	600	600	80	0	0.045	9	1.0
Locus24	set_102	4	600	600	600	78	0	0.052	2	1.0
Locus25	set_102	4	600	600	600	75	0	0.051	6	1.0
Locus26	set_102	4	600	600	600	76	0	0.053	7	1.0
Locus27	set_102	4	600	600	600	80	0	0.045	6	1.0
Locus28	set_102	4	600	600	600	80	0	0.045	5	1.0
Locus29	set_102	4	600	600	600	79	0	0.053	5	1.0
Locus30	set_102	4	600	600	600	75	0	0.047	6	1.0
Locus31	set_102	4	600	600	600	73	0	0.047	5	1.0
Locus32	set_102	4	600	600	600	77	0	0.056	3	1.0
Locus33	set_102	4	600	600	600	81	0	0.039	4	1.0
Locus34	set_102	4	600	600	600	78	0	0.050	3	1.0
Locus35	set_102	4	600	600	600	80	0	0.046	5	1.0
Locus36	set_102	4	600	600	600	78	0	0.047	2	1.0
Locus37	set_102	4	600	600	600	81	0	0.052	8	1.0
Locus38	set_102	4	600	600	600	77	0	0.042	4	1.0
Locus39	set_102	4	600	600	600	80	0	0.052	5	1.0
Locus40	set_102	4	600	600	600	79	0	0.039	5	1.0
Locus41	set_102	4	600	600	600	76	0	0.040	3	1.0
Locus42	set_102	4	600	600	600	77	0	0.039	4	1.0
Locus43	set_102	4	600	600	600	76	0	0.044	3	1.0
Locus44	set_102	4	600	600	600	77	0	0.038	6	1.0
Locus45	set_102	4	600	600	600	77	0	0.042	7	1.0
Locus46	set_102	4	600	600	600	75	0	0.048	5	1.0
Locus47	set_102	4	600	600	600	73	0	0.044	7	1.0
Locus48	set_102	4	600	600	600	80	0	0.042	6	1.0
Locus49	set_102	4	600	600	600	73	0	0.046	2	1.0
Locus50	set_102	4	600	600	600	77	0	0.049	6	1.0
Locus51	set_102	4	600	600	600	78	0	0.042	4	1.0
Locus52	set_102	4	600	600	600	76	0	0.044	7	1.0
Locus53	set_102	4	600	600	600	76	0	0.051	2	1.0
Locus54	set_102	4	600	600	600	84	0	0.055	5	1.0
Locus55	set_102	4	600	600	600	81	0	0.055	3	1.0
Locus56	set_102	4	600	600	600	74	0	0.052	8	1.0
Locus57	set_102	4	600	600	600	77	0	0.046	2	1.0
